Index,Minute,Team,Player,Position,Type,Shot outcome,Origin_Xcoord,Origin_Ycoord,Destination_Xcoord,Destination_Ycoord,Pass_Recipient
3673,95,France,Dayotchanculle Upamecano,Left Center Back,Pass,,56.9,31.2,60.4,10.6,Eduardo Camavinga
3676,95,France,Eduardo Camavinga,Left Back,Pass,,61,10,54.6,18.6,Dayotchanculle Upamecano
3679,95,France,Dayotchanculle Upamecano,Left Center Back,Pass,,57.2,22.2,89.7,19.8,Kylian Mbappé Lottin
3682,96,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,30.2,62.6,41.6,32.2,Enzo Fernandez
3684,96,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,44.6,44.9,48.6,57,Rodrigo Javier De Paul
3687,96,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,47.1,54.9,42,27.7,Nicolás Hernán Otamendi
3690,96,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,40.7,25.2,49.5,10,Nicolás Alejandro Tagliafico
3693,96,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,47.5,8.7,39,18.1,Nicolás Hernán Otamendi
3696,96,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,38.8,20.7,41.8,29.2,Enzo Fernandez
3699,96,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,39.8,35.7,53.7,42.3,Rodrigo Javier De Paul
3702,96,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,54.8,42.1,73,47,Lionel Andrés Messi Cuccittini
3705,96,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,73.6,46.8,78.8,30.1,Alexis Mac Allister
3708,96,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,80.5,29.2,100.4,4.9,Marcos Javier Acuña
3711,96,Argentina,Marcos Javier Acuña,Left Wing,Pass,,114.7,4.2,109.6,42.5,
3715,97,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,100,57.5,119.8,19.8,
3716,97,France,Hugo Lloris,Goalkeeper,Pass,,7,36.1,85.4,50.6,
3717,97,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,34.7,29.5,46,13.2,Marcos Javier Acuña
3725,97,France,Kingsley Coman,Right Midfield,Pass,,92.2,72.5,107.6,45.3,
3728,98,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,10.8,30.7,19.7,23.2,Nicolás Hernán Otamendi
3730,98,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,20.8,23.2,20.6,52.1,Cristian Gabriel Romero
3733,98,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,20.6,52.3,34.3,52.1,Enzo Fernandez
3736,98,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,35.8,62.2,43.7,75.2,Gonzalo Ariel Montiel
3739,98,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,43.7,75.2,35.1,70.5,Enzo Fernandez
3757,98,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,21,48.9,25.3,46.6,Alexis Mac Allister
3760,98,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,25.3,47.6,34.1,73.1,Rodrigo Javier De Paul
3764,98,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,39.4,75.2,65.5,75.7,Lionel Andrés Messi Cuccittini
3768,98,France,Eduardo Camavinga,Left Back,Pass,,50.7,7.9,64,19.4,Aurélien Djani Tchouaméni
3771,98,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,65.1,20.3,88,24.3,Kylian Mbappé Lottin
3781,98,Argentina,Julián Álvarez,Center Forward,Pass,,18.9,54.3,5,69.5,Rodrigo Javier De Paul
3784,99,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,5,69.5,21.5,74.4,Julián Álvarez
3793,99,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,7.3,75.4,9.7,75,
3797,99,France,Kingsley Coman,Right Midfield,Pass,,111.1,6.2,108.1,37.4,
3802,99,France,Youssouf Fofana,Left Defensive Midfield,Shot,Blocked,89.8,39.9,103.3,,
3806,100,France,Kingsley Coman,Right Midfield,Pass,,120,0.1,115.5,28.4,
3808,100,France,Youssouf Fofana,Left Defensive Midfield,Pass,,88.4,50,94.6,72.3,Jules Koundé
3810,100,France,Jules Koundé,Right Back,Pass,,97.4,72.3,106.6,40.2,Raphaël Varane
3812,101,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,13.1,40.8,22.9,54.3,Cristian Gabriel Romero
3814,101,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,24.4,60.5,55.2,73.9,Gonzalo Ariel Montiel
3818,101,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,67.2,75,68.3,70.9,
3822,101,France,Marcus Thuram,Left Midfield,Pass,,50.5,10.6,73.2,7.4,Randal Kolo Muani
3837,102,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,51.6,68,45.2,60.9,Cristian Gabriel Romero
3839,102,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,44.6,58.3,38.8,28.8,Nicolás Hernán Otamendi
3842,102,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,38.6,28.2,36,50.4,Cristian Gabriel Romero
3845,102,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,36.2,55.3,41.6,71.4,Enzo Fernandez
3848,102,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,40.1,71.6,54.2,74.2,Gonzalo Ariel Montiel
3851,102,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,54.4,73.7,65.1,66.5,Enzo Fernandez
3857,102,France,Youssouf Fofana,Left Defensive Midfield,Pass,,55,23.9,105.9,44.9,
3860,102,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,12.9,34.6,23.6,25.2,Nicolás Hernán Otamendi
3863,102,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,24.7,26.7,22.3,44.2,Leandro Daniel Paredes
3866,102,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,37.7,46.1,39.6,70.7,Cristian Gabriel Romero
3869,103,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,50.8,66.5,92.9,23.2,Marcos Javier Acuña
3871,103,France,Jules Koundé,Right Back,Pass,,27.2,56.9,41.8,58.6,Kingsley Coman
3876,103,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,75.8,9.6,55,19.2,Leandro Daniel Paredes
3879,103,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,51.2,22.4,65.7,37.4,Enzo Fernandez
3882,103,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,65.3,37.4,66.8,30.5,Alexis Mac Allister
3885,103,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,70.4,31.2,71.7,38.9,Enzo Fernandez
3888,103,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,67.7,43.4,58.9,32.9,Leandro Daniel Paredes
3891,103,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,64.9,35.2,90.1,21.8,Marcos Javier Acuña
3895,103,Argentina,Marcos Javier Acuña,Left Wing,Pass,,108.1,20.7,119.8,44.2,
3896,104,France,Hugo Lloris,Goalkeeper,Pass,,7,36.1,68.3,31.6,
3898,104,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,51.8,48.5,68.1,49.1,Lautaro Javier Martínez
3902,104,Argentina,Lautaro Javier Martínez,Center Forward,Pass,,74.3,47.8,73,58.5,Enzo Fernandez
3905,104,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,77.9,54.7,80.1,40.6,Alexis Mac Allister
3908,104,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,80.5,40.4,86.5,25.4,Marcos Javier Acuña
3910,104,Argentina,Marcos Javier Acuña,Left Wing,Pass,,86.5,25.4,74.9,24.1,Nicolás Alejandro Tagliafico
3913,104,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,75.1,23.9,81.6,30.5,Alexis Mac Allister
3916,104,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,80.9,34.6,83.7,44,Lionel Andrés Messi Cuccittini
3920,104,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,86,34.4,97,45.3,Alexis Mac Allister
3923,104,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,97,45.3,101,38.2,Lionel Andrés Messi Cuccittini
3927,104,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,103.4,37.6,107.9,47.8,Lautaro Javier Martínez
3930,104,Argentina,Lautaro Javier Martínez,Center Forward,Shot,Blocked,108.8,45.3,110.6,,
3934,104,Argentina,Gonzalo Ariel Montiel,Right Back,Shot,Blocked,96.3,49.4,112.7,,
3937,105,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,120,0.1,102.5,70.1,Enzo Fernandez
3941,105,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,28.5,0.1,23.1,8.7,Eduardo Camavinga
3944,105,France,Eduardo Camavinga,Left Back,Pass,,24.2,7.7,17.4,17.3,Dayotchanculle Upamecano
3947,105,France,Dayotchanculle Upamecano,Left Center Back,Pass,,14.4,18.3,19.5,39.7,Raphaël Varane
3950,105,France,Raphaël Varane,Right Center Back,Pass,,19.3,40,33.8,35,Youssouf Fofana
3954,105,France,Youssouf Fofana,Left Defensive Midfield,Pass,,35.1,41,39,66.5,Jules Koundé
3957,105,France,Jules Koundé,Right Back,Pass,,41.1,77.8,54.8,76.1,Kingsley Coman
3966,105,Argentina,Marcos Javier Acuña,Left Wing,Pass,,71.5,8.3,98.5,32.4,Lautaro Javier Martínez
3970,105,Argentina,Lautaro Javier Martínez,Center Forward,Shot,Off T,105.1,33.5,120,34.9,
3972,106,France,Hugo Lloris,Goalkeeper,Pass,,7,36.1,36.4,25.4,Youssouf Fofana
3974,106,France,Youssouf Fofana,Left Defensive Midfield,Pass,,40.5,25,37.9,13.6,Eduardo Camavinga
3980,105,Argentina,Lautaro Javier Martínez,Center Forward,Pass,,61,40.1,49.5,39.3,Leandro Daniel Paredes
3983,105,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,51.8,42.7,45.4,68.8,Gonzalo Ariel Montiel
3986,105,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,50.3,64.6,42.4,50,Leandro Daniel Paredes
3989,105,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,44.7,30.8,50.9,21.6,Nicolás Hernán Otamendi
3992,105,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,55.7,18.1,77.7,4.9,Nicolás Alejandro Tagliafico
3996,105,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,81.8,3.6,89.2,7,Marcos Javier Acuña
4003,105,France,Kingsley Coman,Right Midfield,Pass,,7.3,75,17.6,75,
4006,105,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,102.1,4.7,93.3,18.6,Alexis Mac Allister
4009,105,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,93.5,18.6,83,26.5,Leandro Daniel Paredes
4012,105,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,82.8,26.5,90.7,57.7,Lionel Andrés Messi Cuccittini
4015,105,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,92.9,60.1,111.5,66.3,Gonzalo Ariel Montiel
4017,105,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,111.5,66.3,120,30.1,
4018,106,France,Hugo Lloris,Goalkeeper,Pass,,6,44,83.5,25.2,
4019,106,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,36.6,54.9,42.8,72.5,Gonzalo Ariel Montiel
4022,106,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,43.2,74.4,43.9,63.5,Leandro Daniel Paredes
4025,106,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,44.1,56,46,22,Nicolás Alejandro Tagliafico
4028,106,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,42.6,15.1,34.3,18.1,Nicolás Hernán Otamendi
4031,106,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,33.2,23.9,32.8,56.9,Cristian Gabriel Romero
4034,106,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,32.3,61.8,45.6,76.1,Enzo Fernandez
4037,106,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,50.1,73.5,110,60.3,Gonzalo Ariel Montiel
4040,106,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,111.7,80,103.6,55.8,Lionel Andrés Messi Cuccittini
4042,106,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Shot,Saved,103.6,55.8,119,43.9,
4046,107,France,Hugo Lloris,Goalkeeper,Pass,,6,44,68.3,47.8,
4047,107,Argentina,Lautaro Javier Martínez,Center Forward,Pass,,51.8,32.3,64.4,41.7,
4048,107,France,Dayotchanculle Upamecano,Left Center Back,Pass,,55.7,38.4,66.4,38.2,Aurélien Djani Tchouaméni
4050,107,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,66.4,38.2,77.3,36.7,
4053,107,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,43.2,46.2,63.1,70.8,Gonzalo Ariel Montiel
4056,107,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,64.2,74,94.2,56.4,Lautaro Javier Martínez
4058,107,Argentina,Lautaro Javier Martínez,Center Forward,Pass,,94.2,56.4,91.2,58.8,Lionel Andrés Messi Cuccittini
4061,107,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,91.2,58.8,95.4,49.4,Enzo Fernandez
4064,107,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,95.4,49.4,109.3,56.9,Lautaro Javier Martínez
4067,107,Argentina,Lautaro Javier Martínez,Center Forward,Shot,Saved,114.4,52,118.7,44.1,
4070,107,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Shot,Goal,116.6,43,120,40.9,
4072,109,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,60,40,48.6,52.1,Jules Koundé
4074,110,France,Jules Koundé,Right Back,Pass,,54.4,71.6,45.4,54.9,Raphaël Varane
4078,110,France,Raphaël Varane,Right Center Back,Pass,,43.7,53.2,15.9,42.7,Hugo Lloris
4081,110,France,Hugo Lloris,Goalkeeper,Pass,,21,27.7,119.8,14.7,
4082,110,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,7,44.1,74.7,71.8,
4084,110,France,Marcus Thuram,Left Midfield,Pass,,45.4,8.3,36.4,21.8,Raphaël Varane
4087,110,France,Raphaël Varane,Right Center Back,Pass,,37.5,21.5,76.6,4,Marcus Thuram
4089,111,France,Marcus Thuram,Left Midfield,Pass,,76.6,4,101,6.6,
4092,111,France,Randal Kolo Muani,Right Center Forward,Pass,,90.8,17,86.3,8.7,Marcus Thuram
4102,111,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,13.3,64.8,85.8,38.9,
4103,111,France,Raphaël Varane,Right Center Back,Pass,,34.3,41.2,36.6,24.7,Dayotchanculle Upamecano
4107,111,France,Dayotchanculle Upamecano,Left Center Back,Pass,,34.9,22.8,17.6,36.9,Hugo Lloris
4110,111,France,Hugo Lloris,Goalkeeper,Pass,,17.6,36.9,43.5,3.6,Eduardo Camavinga
4113,111,France,Eduardo Camavinga,Left Back,Pass,,46.3,6.6,56.7,26.7,Youssouf Fofana
4119,111,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,41.8,48.5,34.7,43.4,Nicolás Hernán Otamendi
4121,111,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,34.5,43.2,43.9,43.2,Alexis Mac Allister
4124,111,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,53.7,47.2,50.9,58.8,Enzo Fernandez
4127,111,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,49.7,57.9,73.2,6.4,Marcos Javier Acuña
4130,111,Argentina,Marcos Javier Acuña,Left Wing,Pass,,75.3,5.7,83.7,20.1,Lautaro Javier Martínez
4138,111,France,Raphaël Varane,Right Center Back,Pass,,3.3,68.6,5.6,79.3,
4140,112,Argentina,Marcos Javier Acuña,Left Wing,Pass,,115.8,0.1,115.8,9.6,Lautaro Javier Martínez
4143,112,Argentina,Lautaro Javier Martínez,Center Forward,Pass,,118.5,4,116.8,6.6,
4145,112,Argentina,Marcos Javier Acuña,Left Wing,Pass,,114.9,0.1,116,10.9,Lautaro Javier Martínez
4150,112,Argentina,Lautaro Javier Martínez,Center Forward,Pass,,114.1,9.2,116,4.7,Marcos Javier Acuña
4163,113,France,Hugo Lloris,Goalkeeper,Pass,,6,44,14,22.2,Eduardo Camavinga
4169,114,France,Kingsley Coman,Right Midfield,Pass,,77.9,13.8,104.2,53,
4174,114,France,Youssouf Fofana,Left Defensive Midfield,Pass,,86.3,49.6,87.1,69.7,Jules Koundé
4177,114,France,Jules Koundé,Right Back,Pass,,89.7,69.7,81.8,60,Aurélien Djani Tchouaméni
4182,114,France,Youssouf Fofana,Left Defensive Midfield,Pass,,70.2,51.3,72.6,64.3,Jules Koundé
4184,114,France,Jules Koundé,Right Back,Pass,,72.8,64.3,105.7,63.2,Ibrahima Konaté
4189,114,France,Ibrahima Konaté,Right Center Back,Pass,,116,68,115.8,64.3,
4193,115,France,Kingsley Coman,Right Midfield,Pass,,120,80,108.1,37.2,Dayotchanculle Upamecano
4199,115,France,Kylian Mbappé Lottin,Left Center Forward,Shot,Blocked,101.4,26.6,104.5,,
4203,117,France,Kylian Mbappé Lottin,Left Center Forward,Shot,Goal,108,40,120,36.7,
4205,118,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,61,40.1,50.7,44.9,Leandro Daniel Paredes
4207,118,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,50.7,44.9,56.5,52.8,Enzo Fernandez
4214,118,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,63.1,62.8,94.2,71.4,Gonzalo Ariel Montiel
4217,118,Argentina,Gonzalo Ariel Montiel,Right Wing Back,Pass,,102.7,70.5,98.9,53.4,
4221,118,France,Youssouf Fofana,Left Defensive Midfield,Pass,,26.6,19,47.1,26.7,
4225,118,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,73.8,54.9,82.6,59,Enzo Fernandez
4227,118,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,82.6,59,82,74,
4233,118,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,75.8,72.9,83.7,66,Lionel Andrés Messi Cuccittini
4244,118,Argentina,Lautaro Javier Martínez,Left Center Forward,Pass,,87.7,33.5,79.4,43.6,Enzo Fernandez
4247,118,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,79.2,43.6,94.6,21.1,Marcos Javier Acuña
4250,118,Argentina,Marcos Javier Acuña,Left Center Midfield,Pass,,106.4,8.3,108.9,12.8,
4252,119,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,Pass,,120,0.1,112.3,40,
4256,119,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,83.2,80,96.3,76.3,Gonzalo Ariel Montiel
4262,119,France,Eduardo Camavinga,Left Back,Pass,,12.3,3.4,15.9,6.1,Marcus Thuram
4265,119,France,Marcus Thuram,Left Midfield,Pass,,15.9,6.1,27.9,17,Youssouf Fofana
4268,119,France,Youssouf Fofana,Left Defensive Midfield,Pass,,63.8,12.3,78.1,4.2,Kylian Mbappé Lottin
4271,119,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,79,4.2,120,47.6,Randal Kolo Muani
4276,121,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,7,44.1,79.8,6.4,Paulo Bruno Exequiel Dybala
4280,121,Argentina,Paulo Bruno Exequiel Dybala,Left Center Midfield,Pass,,76.2,8.5,94.6,5.3,
4282,121,Argentina,Marcos Javier Acuña,Left Wing Back,Pass,,99.1,0.1,74.7,11.3,Nicolás Hernán Otamendi
4285,121,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,71.7,16,53.3,30.5,Germán Alejandro Pezzella
4288,121,Argentina,Germán Alejandro Pezzella,Center Back,Pass,,53.3,31,64.2,16.4,Nicolás Hernán Otamendi
4291,121,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,64.2,16.4,78.1,5.3,Marcos Javier Acuña
4295,121,Argentina,Marcos Javier Acuña,Left Wing Back,Pass,,78.1,7,62.5,7.9,Nicolás Hernán Otamendi
4299,121,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,56.1,3.6,66.8,7.4,Marcos Javier Acuña
4301,121,France,Kingsley Coman,Right Midfield,Pass,,53.3,72.7,64.4,73.7,Randal Kolo Muani
4304,121,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,55.7,6.4,54.6,15.6,Leandro Daniel Paredes
4306,121,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,52.4,17.3,57.6,13.9,Marcos Javier Acuña
4315,121,Argentina,Marcos Javier Acuña,Left Wing Back,Pass,,52.7,5.1,79.2,9.6,Paulo Bruno Exequiel Dybala
4319,121,Argentina,Paulo Bruno Exequiel Dybala,Left Center Midfield,Pass,,79.2,10,87.7,20.5,Lautaro Javier Martínez
4323,121,France,Kingsley Coman,Right Midfield,Pass,,57.4,75.9,67.7,63,
4324,121,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,52.4,17.1,64.2,27.5,Enzo Fernandez
4326,121,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,64.2,27.8,74.1,34.6,Lionel Andrés Messi Cuccittini
4328,121,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,Pass,,74.1,34.6,92.2,29.9,Lautaro Javier Martínez
4330,122,France,Hugo Lloris,Goalkeeper,Pass,,22.7,50.8,85,53.2,
4331,122,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,35.1,26.9,58.4,36.7,
4335,122,France,Ibrahima Konaté,Right Center Back,Pass,,62.7,42.7,103.7,45.1,Randal Kolo Muani
4337,122,France,Randal Kolo Muani,Right Center Forward,Shot,Saved,103.7,45.1,109.7,44.1,
4341,122,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,22.5,34.2,48.8,47.2,Paulo Bruno Exequiel Dybala
4345,122,Argentina,Paulo Bruno Exequiel Dybala,Left Center Midfield,Pass,,44.3,48.3,42.8,54.1,Enzo Fernandez
4348,122,Argentina,Enzo Fernandez,Right Center Midfield,Pass,,42.8,54.1,58,62.4,Lionel Andrés Messi Cuccittini
4351,122,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,Pass,,66.8,62.6,104.9,62.6,Gonzalo Ariel Montiel
4355,122,Argentina,Gonzalo Ariel Montiel,Right Wing Back,Pass,,109.3,61.6,110.8,41.6,Lautaro Javier Martínez
4357,122,Argentina,Lautaro Javier Martínez,Left Center Forward,Shot,Off T,110.8,41.6,120,46.5,
4359,123,France,Hugo Lloris,Goalkeeper,Pass,,6,36,73.6,60,
4360,123,Argentina,Marcos Javier Acuña,Left Wing Back,Pass,,46.5,20.1,62.5,25.8,
4362,123,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Pass,,47.1,27.3,56.1,22,Enzo Fernandez
4369,123,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,63.4,36.1,115.8,8.5,Kylian Mbappé Lottin
4389,120,France,Kylian Mbappé Lottin,Left Center Forward,Shot,Goal,108.1,40.1,120,37.6,
4391,121,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,Shot,Goal,108.1,40.1,120,38.3,
4393,121,France,Kingsley Coman,Right Midfield,Shot,Saved,108.1,40.1,118.8,38.2,
4395,122,Argentina,Paulo Bruno Exequiel Dybala,Left Center Midfield,Shot,Goal,108.1,40.1,120,40.4,
4397,123,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Shot,Off T,108.1,40.1,120,35.6,
4399,124,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,Shot,Goal,108.1,40.1,120,37.6,
4402,125,France,Randal Kolo Muani,Right Center Forward,Shot,Goal,108.1,40.1,120,39.3,
4404,125,Argentina,Gonzalo Ariel Montiel,Right Wing Back,Shot,Goal,108.1,40.1,120,37.9,
